issueNumber,prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,i18n,DevOps,Logic,Test,Search,IO,UI,Parser,Security,App,corpus
3645.0,3665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,migrate importer tests to junit5 in the course of we realized that our current (junit4) parameterized tests are not executed on the (junit5) travis build this is tracked here: #3645 i think this is a huge problem because we are missing out on a lot of validation here this pr is a migration of the paramterized ris tests from junit 4 to junit 5 id like to put this forward to discussion so that we can agree on how our parameterized junit 5 tests are to look like when we have agreed we can migrate all tests so please look at the code and write if you are happy with this[note that parameters cannot be resolved for lifecycle methods]( (`@beforeeach`) in junit 5 hence the structure in the pr----- change in changelogmd described- - ()- manually tested changed features in running jabref- ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) @tobiasdiez thanks a lot for the feedback! - regarding test arguments: i dont really see the point in splitting the single argument into two we have used the convention that the `bib` and `importerformat` files have the same name and why not keep leveraging that? also i find it better to do the path conversion in one place only but if we want to pass a stream of paths we always have to do that beforehand - regarding unification of importer tests: i have refactored around a little and arrived at a solution that should work for all importers i quite like how that condenses the `risimportertestfiles` classfun fact: i may have used junit 5 paramterization but so far the assertions were still junit 4 ill change that in the following || the importer tests where running for each file but that seems to have been ignored in the migration process by the junit 5 compi looked at this too but didnt find a way to get it to work again || yes indeed ill gradually go through all parameterized importer tests and try to get them working in junit 5 syntax again as part of this pr || turns out quite a lot of tests for different importers (bibtexml medline tested so far) actually fail and this is down to the implementations of the importers seems like these tests have never been executed beforei am not sure what to do about this here the point of this pr was a refactoring of the testing code not a repair of broken importers || i would merge this if all tests are at least executed or better you merge this in a new branch where we will fix the importer then || i converted and some fetcher tests in another pr i found that the gvk test would also be a goo candidate for using the same schema as here || i have now migrated the complete importer tests to junit5 syntaxsadly they are in a dire state a lot of them are actually failing and seemed to have never been executed anyway and even except from the refactorings that i have already done there as a lot of things that can still be improvedi think its best if we take the current (failing) state and try to repair each importer and its tests here in the pr this might be some work but the importer tests cannot really continue as broken as they are now help on this is very much appreciated and should be possible without conflicts || you can ignore the failing fetcher test this is already fixed but i wonder why there is now an npe with the method source || i should have more meetings so that i get more programming done :)i think i have repair all importers and their tests now ill see what travis says and ill also do one more round of refactoring on the code (not now) when i am done this can hopefully be lgtm! if you merge master in your branch you will get the fetcher test fixed as well || ok this can be merged from my point of viewalthough this is already a huge refactoring of the existing tests theres certainly more that can be improved i have a few things in mind but i would rather keep them out of this already big pr ill tackle them later when this is merged || that looks weird indeed looking at the first one: the `importdatabase` method is recorded as not covered but when i execute the tests in intellij there are twenty test files for that method alone the key seems to be that the missing methods are the ones that use junit5 parameterized tests it seems that codecov does not record the coverage of these tests but they are the core tests of the whole packagebut maybe the problem is still travis? how do i see from our travis output that the tests are really executed? i can push a failing test deliberately but there surely is a better way? || since the travis log contains statement like >13 57686 [main] warn orgjabreflogicmsbibmsbibdatabase - could not parse documenti suppose the tests are correctly invoked (in fact the travis log exploded even more) probably there is a problem with the gradle task `jacocojunit5testreport` (but there is no need to fix this in this pr) || i would merge this in and i think tthere might be a solution for the reports: ||
3648.0,3670,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3648: chained modifiers work again -->3648 the problem was that `resultinglabel formatterget()format(label)` always used the original input and not the result of the previous modifier----- change in changelogmd described- - ()- manually tested changed features in running jabref- ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)
364.0,3709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,group separator escaping 3646
2617.0,3766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,update architecture tests to catch static imports fixes a part of #2617updates the architecture tests to junit5 and also catches violations in static imports now i tested this by adding a static import and checking that the build breaks it does but of course i had to remove the cause again----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)
3885.0,3887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,improvements around external file types ( ( because github does not support autolinking there -->i tried to implement #3885 but changes of the file type in the linked file editor are not saved for some reason ill investigate this again after is mergedthus only some relative minor code improvements / fixes:- refactor external file type classes and extract a common `externalfiletype` interface- extract all built-in file types to separate enum (implementing `externalfiletype`)- fix display of external file type editor dialog (which is not shown in the current maintable-beta version)----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) since this pr is now ready for review over a month ill merge it despite not having any feedback so far ||
3929.0,3931,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3929 correct fetcher messages 3929 @siedlerchr we do?! ||
3269.0,3954,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,add button-icon for union/intersection in the groups side panel 3269fix display of state for union/intersection in preferencesas we currently unfortunately dont have icons for set intersection/union `set-center` and `set-all` in the material design font i used the www and the twitter icon to demonstrate the purpose @halirutan will then try to integrate the correoct icons in jabref ( ( because github does not support autolinking there -->( change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) @tobiasdiez is this now okay? then you could merge it with co-authors || @tobiasdiez the issues you m entionend || i fixed the remaining issues and i am going to merge this one now ||
3860.0,3965,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,url column this 3860 url column now shows url or doi correctly and opens on click----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) hi @florian-beetz since you have been involved in the maintable migrations do you want to join tomorrows devcall at 11 am? drop me a note by mail (linus@lynyusde) cheers linus || okay merging this in order to move on i have created another issue to track the tooltips @florian-beetz wants to continue with that as the next pr? ( ||
3966.0,3968,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,fix ieee fetcher by enabling cookie support 3966 apparently when in vpn network of university ieee fulltext fetcher needs cookie support enabled ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)
3966.0,3970,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,fixieee 3966 followup from my previous prnow document links in the format ` are supported tooand i also tested the paper linked in the issue from university network that works fine too ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)
3994.0,3996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3994 duplicate unmodifiable list for sorting 3994 ```runcommand error: nulljavalangunsupportedoperationexception at javautilcollections$unmodifiablelistsort(unknown source) at orgjabrefguiexporterexporttoclipboardactionrun(exporttoclipboardactionjava:59) at sunreflectnativemethodaccessorimplinvoke0(native method) at sunreflectnativemethodaccessorimplinvoke(unknown source) at sunreflectdelegatingmethodaccessorimplinvoke(unknown source) at javalangreflectmethodinvoke(unknown source) at spininvocationevaluate(invocationjava:175) at spinoffspinoffevaluator$1run(spinoffevaluatorjava:108) at javalangthreadrun(unknown source)```
3973.0,4011,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,reimplement tooltips for file and identifier columns this 3973reimplements tooltips for file- url-/doi- and eprint-column in the maintable-beta----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) thanks again for your contribution! ||
4014.0,4016,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,do not trim or remove whitespace from the title based id fetcher 4014 ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) i now moved trimming down to the concrete fetcher classes and added tests ||
4070.0,4074,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,mac graphics 4070 @linusdietz @halirutan can you also take a look as you own a mac please ðÿ˜„ should also be backported to v4x || @stefan-kolb i certainly can test something but what exactly should i look out for? with jabref open should my macbook use the integrated graphics-card or the fast one? or should i only test if jabref works? || it should use the integrated card || fyi: i just upgraded from jabref 42 to 431 i had to correct the plist again to have jabref use the integrated graphics card see [ so i guess that we are just waiting for your corrections to be it seems to work my *activity monitor* says that jabref does not require high-performance gpu is there anything else i should look out for? || i guess thats it @linusdietz || i guess that is the correct indicator i originally used gfxcardstatus to verify this but i now also compared both cases (old and new) with activity monitor and it is consistent> on 7 jun 2018 at 15:16 patrick scheibe wrote:> > it seems to work my activity monitor says that jabref does not require high-performance gpu is there anything else i should look out for?> > â€”> you are receiving this because you commented> reply to this email directly view it on github < or mute the thread < ||
4098.0,4100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,migrate review field in entry preview to comment migrate review field in entry preview to commentreplace review with comment in every layout file4098 ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) added a test case || i would vote for merging this i refactored the tests and the migrations so that they no longer call globalsprefs _ more mocking is not really possible ||
3805.0,4137,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3805: dash correctly terminates commands in layout files ( ( because github does not support autolinking there -->3805 now commands terminated by a hyphen (like `\edition-`) work correctlyway back in 2011 morten added the extra check for hyphens (commit 392bc7a6dd215eb23766378aa90e3995d0847bb7) however im not aware of any field that has a dash in it so im not sure what was the reason for the change (i couldnt find an old bug report)also refactored a bit the layout tests----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)
4126.0,4138,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,single line text fields solution for 4126]( ive used text formatter to force single line behavior hope its enough :) particular fields that should contain only one line are stored in immutable set// 7 tests have failed but they also had failed before on master:> mrdlibimportertest testimportdatabaseishtmlsetcorrectly()> mrdlibimportertest testimportdatabaseistitlesetcorrectly()> mrdlibimportertest testimportdatabaseisyearsetcorrectly()> xmputilreadertest testreadarticledublincorereadrawxmp> xmputilreadertest testreadarticledublincorereadxmp> xmputilwritertest testwritemultiplebibentries> xmputilwritertest testwritexmp cant we just change the underlying gui component from textarea to textfield?also please use plain java for making fields immutable or final not comgooglecommoncollectimmutableset if possible || @stefan-kolb how about now?ive added editortextfield class similar to editortextarea and extracted addtocontextmenu to interface (contextmenuaddable) also i had to change parameter type textarea to textinputcontrol in few places in order to use classes in generic way || that looks good so far for me! havent tested it yet but codewise it looks good (although the final in front of method parameter is suerpfllous || i use finals to avoid stupid bugs like reassigning variable with them my ide automatically underlines such stuff another thing is that ive decided to make code more readable so ive put new lines between simpleeditor constructor parameters (because there was one long line) and now codacy yells about that should i extract those parameters to another class like simpleeditorparameters or sth? || ping ðÿ˜„ ||
3062.0,4184,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3062: ctrl + f selects search field again ( ( because github does not support autolinking there -->shortcut was simply not registered also remove a bit of legacy code which is no longer needed----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)
4201.0,4212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,make attached files relative to the file directory 4201 ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)
4202.0,4245,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,fix style issues in about dialog ( ( because github does not support autolinking there -->4202 and a few other small style related issues i also created a little new app that make it simple to test the display of javafx controls as of now i only added a lot of buttons in different styles and states:( merge instead of squashing the commits----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) lgtm || i am merging this now ||
4233.0,4289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,fix npe in merge entries dialog 4233fix fx thread errorconvert file to path ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) changed that ||
4305.0,4311,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,fix drag and drop in entry editor 43054087 (comment same issue described)consistent with preview panel behavior ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) as its a copy and paste of the method handling in the preview panel i merge this now ||
4266.0,4312,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,convert new entry dialog to javafx followup from #4266bibtex +custom ( + custom![grafik]( describe the changes you have made here: ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) adressed all comments the duplicate check is actually different handled and is slightly coupled to the import inspection dialog this is stuff for a new pr || i would like to merge this now if no further comments are added ||
3850.0,4327,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,save sort order column of main table 42243850i tired to fix the above issue but i have the problem that the column sort listener is never fired when the sort order is descending edit// i also an fx threading error when opening a new library (the snackbar output was not onfx thread)@tobiasdiez any idea if i did sth wrong oder have to set the value somewhere else? ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) sorry no idea would also need to debug this to see whats going on || hm this is odd i created a simple test application based on the code here i experience the same behaviour || apparently the sortorder alone was not sufficient: works now || i will try if i can store the sortorder as well || i now managed to save the whole sort oder for multiple columns ||
4224.0,4327,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,save sort order column of main table 42243850i tired to fix the above issue but i have the problem that the column sort listener is never fired when the sort order is descending edit// i also an fx threading error when opening a new library (the snackbar output was not onfx thread)@tobiasdiez any idea if i did sth wrong oder have to set the value somewhere else? ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) sorry no idea would also need to debug this to see whats going on || hm this is odd i created a simple test application based on the code here i experience the same behaviour || apparently the sortorder alone was not sufficient: works now || i will try if i can store the sortorder as well || i now managed to save the whole sort oder for multiple columns ||
4152.0,4337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,fix export of corporate author to msoffice fix testsfix #4329 the underlying problem is the same as in #4152 however i came up with a workaround for msoffice 1 getting the original field2 check for corporate author (braces start and end)3 get latex free value4 readd braces for corporate 5 parse authorthe only edgecase which can occur if the entry starts with an author in latex braces and ends with an author in latex braces that one will probably be interpreted as corporate ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) the author parser is not the problem as long as the braces are present corporate authors are detected and correctly recognized its the latex to unicode converter who kills the braces from corporate authors this is the core problem see other linked issue and i currently see no easy way to either distinguish latex macros and corporate braces ||
4329.0,4337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,fix export of corporate author to msoffice fix testsfix #4329 the underlying problem is the same as in #4152 however i came up with a workaround for msoffice 1 getting the original field2 check for corporate author (braces start and end)3 get latex free value4 readd braces for corporate 5 parse authorthe only edgecase which can occur if the entry starts with an author in latex braces and ends with an author in latex braces that one will probably be interpreted as corporate ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) the author parser is not the problem as long as the braces are present corporate authors are detected and correctly recognized its the latex to unicode converter who kills the braces from corporate authors this is the core problem see other linked issue and i currently see no easy way to either distinguish latex macros and corporate braces ||
4288.0,4355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,auto trim url field ( ( because github does not support autolinking there -->fixes 4288]created a formatter to auto trim all kinds of whitespace defined by java----- change in changelogmd described- - manually tested changed features in running jabref- () _no need_- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)
3781.0,4379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,change latex command handling only for xml chars refs #3838 ----- change in changelogmd described- - manually tested changed features in running jabreftried to solve this issue in pr #4108this approach is now more dedicated to the xml docbook export and not applied to all fields as the first pr wasi am also not sure if this issue is related to #3781 #3644? @bernhard-kleine: i exported your provided bib entry via docbooks exporter into xml please check the result and let us know if there is something missing[testbracesresultxmltxt]( will write tests based on your files if the export is now correct || thank you @johannes-manner this looks good to me for the testcase maybe we could skip those entries where there are no latex braces in the title || this is a separate item from the docbook5 export #4319 where i am waiting for feedback || added two test cases for (1) removed words based on an error during the latex command processing and for (2) unicode problems based on the same error || ping what is the status @johannes-manner? || oversee the comments and the ping sorry for that :) ||
4108.0,4379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,change latex command handling only for xml chars refs #3838 ----- change in changelogmd described- - manually tested changed features in running jabreftried to solve this issue in pr #4108this approach is now more dedicated to the xml docbook export and not applied to all fields as the first pr wasi am also not sure if this issue is related to #3781 #3644? @bernhard-kleine: i exported your provided bib entry via docbooks exporter into xml please check the result and let us know if there is something missing[testbracesresultxmltxt]( will write tests based on your files if the export is now correct || thank you @johannes-manner this looks good to me for the testcase maybe we could skip those entries where there are no latex braces in the title || this is a separate item from the docbook5 export #4319 where i am waiting for feedback || added two test cases for (1) removed words based on an error during the latex command processing and for (2) unicode problems based on the same error || ping what is the status @johannes-manner? || oversee the comments and the ping sorry for that :) ||
4422.0,4426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,fix arrayindexoutofboundsexception on second pdf import 4422 the variable formally known as i is a global variable which had -1 after the first run and therefore threw an exception ( ( because github does not support autolinking there -->----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) added tests ||
3189.0,4470,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3189 fix group renaming fix group renaming #3189 || please have a look at the failing tests and please test if the latex stuff is still transformed to unicode after rename || @ali96kz why did you close the pull request? you can simply push your changes to your branch and the pr is updated || @tobiasdiez could you review again? ||
4188.0,4498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,improve page checker superseeds the pr #4188 and 4113 now page ranges like `r2-r5` are considered to be correct
4544.0,4547,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,do not extract file ending from urls 4544 do not extract file ending from urls should also 4480 please check @tobiasdiez i cannot access jstor stuff due to 403 however with any url and some appended key values like ?accetptrue it works for me again || please fix the checkstyle issue (import with * is not allowed) ||
3189.0,4549,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,fixes that renaming a group did not change the group name in the interface 3189
2288.0,4565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,add uncaught exception message added a simple dialog showing up if an uncaught exception was loggedadded the dialogs text to the german and english language filesfixes 2288]( change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) thank you very much for your contribution ðÿ‘ we are looking forward seeing more from you ) ||
4600.0,4604,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,enable default cursor for new entry 4600sets text field on focus at the end of initialization by running the javafx thread----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)
4641.0,4644,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,fix for issue 4641: remove usage of tempdirectory extension from junit-pioneer fixes: #4641 removed the tempdirectory extension from junit-pioneer with the built-in extension of junit 54----- manually tested changed features in running jabref- (https://githubcom/joelparkerhenderson/git_commit_message) perfect thanks a lot! ||
4610.0,4660,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4610 changed the way the groupdialog description is displayed fixes 4610]( changed groupdialog description node to textflow- groupdialog is no longer resizable- changed the layout of the groupdialog window to be more horizontal- ok button is only enabled after some input![jabrefgroupdialog2]( change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) > the code looks good to me and we can merge it as it is now nonetheless christoph is right and it would be better to replace the html completely by styled javafx text modules (with corresponding css style classes defined in the `basecss`) since this is a bit of work as you need to fumble around with the localization and its not utterly important i let you decide if you want to work on this or invest your time in something else (eg fixing another issue -) )i definetly agree that this should be done the right way at some point but im not really confident to touch the localization im going to move to another issue so this pr can be merged ðÿ˜„ || ah i think i just noticed a bug please wait with merging || could you please also take a look at #4678 || ok so i tried to automatically create a database when the user tried to create a new group without a open database but i couldnt get it to run the code to add the group to the open database always ran before the new database was createdin the end i gave up and i just created a warning when the user tries to create a group without a database i hope i made no mistakes while adding the localization> could you please also take a look at #4678this error never occurred when i tried it the report is a little thin and i couldnt recreate itif everything looks good to you you can merge this pr || thanks for the quick follow-up (and sorry for being somewhat pedantic -) ) ||
4614.0,4696,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,remove resolve duplicate keys dialog ( ( because github does not support autolinking there -->4614removes the resolve duplicate keys dialog this feature is made obsolete by the integrity check and the user can generate new keys very simply (for all entries or only for the duplicated ones) through the entry editor and/or menu----- change in changelogmd described- - manually tested changed features in running jabref- ()- ( ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) well however on import there should be a warning and the option to resolve duplicate keys its essential to discover duplicates || @siedlerchr such a feature wasnt implemented (the only check was when opening a database) and is obsolete with my other pr #4692 where now keys are automatically generated for every imported entry duplicate entries are also highlighted in the import dialog || okay then i see no problem! ||
